song_name,song_duration,song_popularity,song_number_in_album,song_external_url,song_preview_url,album_name,album_release_date,album_total_tracks,album_image_url,album_external_url,artist_name,artist_external_url
Where Is My Mind,2:45,60.0,1.0,https://open.spotify.com/track/4jNQkWhuzqrbqQuqanFFJ6,https://p.scdn.co/mp3-preview/79dc296591fe2a2b6fa0a59fe03c8f5ce5c55538?cid=2490920ce5574a1a9b97a3e366c39dd3,Novö Piano,2010-04-12,10.0,https://i.scdn.co/image/ab67616d00001e02142b21bd73f912e8dfd72ade,https://open.spotify.com/album/21wMUhXhWLew2zsWQhlYEM,Maxence Cyrin,https://open.spotify.com/artist/3NcPjvA2rp9FPj1JBAXwOS
Little Black Submarines - Radio Edit [radio edit],3:24,45.0,1.0,https://open.spotify.com/track/17609ifVvJ7Npd8IqVnRFc,https://p.scdn.co/mp3-preview/0ad91550c2b07e09b0bdae627600384d4859a68b?cid=2490920ce5574a1a9b97a3e366c39dd3,Little Black Submarines,2012-09-03,2.0,https://i.scdn.co/image/ab67616d00001e02cceab8e803a83aef28b1f3fb,https://open.spotify.com/album/7x7oLEHfjiYLzLHS93G1lr,The Black Keys,https://open.spotify.com/artist/7mnBLXK823vNxN3UWB7Gfz
Gold on the Ceiling,3:44,45.0,1.0,https://open.spotify.com/track/46iI0binWzpkEJgIWTYUBR,https://p.scdn.co/mp3-preview/ff2b18fdee4aa8f3945a03b6adcb2b67e04b9448?cid=2490920ce5574a1a9b97a3e366c39dd3,Gold on the Ceiling,2012-01-24,1.0,https://i.scdn.co/image/ab67616d00001e0240b8ad008e62f33630521eae,https://open.spotify.com/album/4wLY5WOlblr9hgTSNQuf5M,The Black Keys,https://open.spotify.com/artist/7mnBLXK823vNxN3UWB7Gfz
O Paradisos,3:33,4.0,5.0,https://open.spotify.com/track/4gUZ44BvTmYRQw0qUg21Wu,https://p.scdn.co/mp3-preview/bf375285bb36550f03d12228fee146c1050b24d7?cid=2490920ce5574a1a9b97a3e366c39dd3,Act Up,2008-12-01,10.0,https://i.scdn.co/image/ab67616d00001e029d8da5bea26d8d3a756de13d,https://open.spotify.com/album/12eYz9o8XHauIQ5Nz3BEPy,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
Lonely Boy,3:13,60.0,1.0,https://open.spotify.com/track/3dOAXUx7I1qnzWzxdnsyB8,https://p.scdn.co/mp3-preview/6b462b2d89ed30b669470c39c65b0f04d6ac740b?cid=2490920ce5574a1a9b97a3e366c39dd3,Lonely Boy,2011-10-26,1.0,https://i.scdn.co/image/ab67616d00001e02072a173e9323f3bdf1d254d6,https://open.spotify.com/album/2uGi7bQZU5My0k1UGJQRz2,The Black Keys,https://open.spotify.com/artist/7mnBLXK823vNxN3UWB7Gfz
R U Mine?,3:21,0.0,2.0,https://open.spotify.com/track/2LlvrdnLa3XbB1b4jYuCnl,,AM,2013-09-09,12.0,https://i.scdn.co/image/ab67616d00001e024f669de38690faf2cf88c245,https://open.spotify.com/album/5bU1XKYxHhEwukllT20xtk,Arctic Monkeys,https://open.spotify.com/artist/7Ln80lUS6He07XvHI8qqHH
Billie Jean,4:41,0.0,8.0,https://open.spotify.com/track/5le0k7yvbMCHH2Xa1tEpAL,,Carry On (International Version),2007-01-01,15.0,https://i.scdn.co/image/ab67616d00001e024240287d373b2a2c8c54672b,https://open.spotify.com/album/7sxKTBQ32NQxpdbYecBmU0,Chris Cornell,https://open.spotify.com/artist/0XHiH53dHrvbwfjYM7en7I
All of This and Nothing,4:17,42.0,4.0,https://open.spotify.com/track/2QAczlrxfr7Wx19vhWoBsQ,https://p.scdn.co/mp3-preview/6752c509b063596cad97ba90c40f0f701c99ad78?cid=2490920ce5574a1a9b97a3e366c39dd3,Angels & Ghosts,2015-10-23,9.0,https://i.scdn.co/image/ab67616d00001e02fa4c33f6f750f93b7e6d7fa8,https://open.spotify.com/album/6ktDFJ9gHrd4Y5oScUHxtx,Dave Gahan,https://open.spotify.com/artist/7hKXTmrq3ZppBx881yBbOr
La Última Noche,4:02,36.0,1.0,https://open.spotify.com/track/4M1sjlIBYj9c8zJuBQ5xCX,https://p.scdn.co/mp3-preview/29547bd99c9559c5b2aae4b136e8a188a6c2e6b2?cid=2490920ce5574a1a9b97a3e366c39dd3,"Experiencias, Vol. 2",2018-02-16,3.0,https://i.scdn.co/image/ab67616d00001e02dcb7f8796e2c8f8aac53b5e2,https://open.spotify.com/album/2G3kRzZYzArppdK1HgYuP5,Dani J,https://open.spotify.com/artist/3TEhIeweC59okLmqFu6LWv
Hartino Tsirko,4:51,0.0,4.0,https://open.spotify.com/track/1k6GcTrjm8MMFPXk5RVWMe,,Ena Taxidi Pou Pote Den Telioni 1985 - 2000,2002-01-01,54.0,https://i.scdn.co/image/ab67616d00001e02e9a37b65764d463f43c6b0b8,https://open.spotify.com/album/4dusmCYjqF0jb4Ny8u7l8W,Tripes,https://open.spotify.com/artist/0j26rQ1q8emYPBLonXtEJ9
Do I Wanna Know?,4:32,0.0,1.0,https://open.spotify.com/track/3jfr0TF6DQcOLat8gGn7E2,,AM,2013-09-09,12.0,https://i.scdn.co/image/ab67616d00001e024f669de38690faf2cf88c245,https://open.spotify.com/album/5bU1XKYxHhEwukllT20xtk,Arctic Monkeys,https://open.spotify.com/artist/7Ln80lUS6He07XvHI8qqHH
Where Is My Mind? - XFM Live Version,3:44,54.0,2.0,https://open.spotify.com/track/3fR6HdcPn0VHjMBnbGvCQc,https://p.scdn.co/mp3-preview/e7b66b59aceb34188ae0d90cb3d33bbea174fff8?cid=2490920ce5574a1a9b97a3e366c39dd3,Covers,2003-03-24,10.0,https://i.scdn.co/image/ab67616d00001e025574c157ee6da19c3d2fbd16,https://open.spotify.com/album/42LvsxgKnHYVu7PQRXmURw,Placebo,https://open.spotify.com/artist/6RZUqkomCmb8zCRqc9eznB
Lose Your Soul,4:35,0.0,9.0,https://open.spotify.com/track/7s8eHJ7vbhc2d9q0UNhU3O,,Dead Man's Bones,2009-10-02,12.0,https://i.scdn.co/image/ab67616d00001e026da533fc5e1d9761a2d3beba,https://open.spotify.com/album/49utCA26yGI308xWodqm9x,Dead Man's Bones,https://open.spotify.com/artist/66uU7VPJQ8eC06LAZyqYYk
Fever,4:06,54.0,1.0,https://open.spotify.com/track/4MzGM692jKGkNSQ7qzeTaJ,https://p.scdn.co/mp3-preview/967c11c4564d1ceab9802463f9e81ccf4eff2e8d?cid=2490920ce5574a1a9b97a3e366c39dd3,Fever,2014-03-24,1.0,https://i.scdn.co/image/ab67616d00001e02907b38a51c7e04ebd44497d6,https://open.spotify.com/album/1zhu7OpZFp2wJrPbyQHA37,The Black Keys,https://open.spotify.com/artist/7mnBLXK823vNxN3UWB7Gfz
Too Afraid To Love,3:24,13.0,8.0,https://open.spotify.com/track/6qCCa5sbw39PdEU5GXixnb,,Brothers (Deluxe Edition),2010-10-18,21.0,https://i.scdn.co/image/ab67616d00001e028f5567f5c20e8d5882c37afa,https://open.spotify.com/album/0gVxPZ2tcMgyzLxyw8k1z7,The Black Keys,https://open.spotify.com/artist/7mnBLXK823vNxN3UWB7Gfz
Should Be Loved,4:01,25.0,6.0,https://open.spotify.com/track/1acMrLuJSO9TKBdrT05s53,https://p.scdn.co/mp3-preview/f5fa29485e911736b735c678bab16f07a8b26d0e?cid=2490920ce5574a1a9b97a3e366c39dd3,Approaching Normal (Explicit Version),2009-01-01,12.0,https://i.scdn.co/image/ab67616d00001e020bd15284a5bc1ba024079d7b,https://open.spotify.com/album/5S5B1ngHw3IUsm1dLKpMHl,Blue October,https://open.spotify.com/artist/1TJbmc7jTpw78GKCiMpvDh
O Vasilias Tis Skonis,3:37,38.0,4.0,https://open.spotify.com/track/0C5vTcbzsqYbg9AyOWUZUN,https://p.scdn.co/mp3-preview/d85691487b2ad6df7331d146215299b18394c4f7?cid=2490920ce5574a1a9b97a3e366c39dd3,Ta Xilina Spathia (Songs from the 1st Album),2013-09-16,10.0,https://i.scdn.co/image/ab67616d00001e02ec3b3c50192ce7ddd70485e4,https://open.spotify.com/album/2IP1a9OIR2Ad2Y1eIWTMUV,Xilina Spathia,https://open.spotify.com/artist/2zsxq4xTSDddUsmf1GT6Wt
Song 2,2:01,65.0,2.0,https://open.spotify.com/track/3GfOAdcoc3X5GPiiXmpBjK,https://p.scdn.co/mp3-preview/dfa055d3831ac3ec60cf66d92bda9ab68e302dbd?cid=2490920ce5574a1a9b97a3e366c39dd3,Blur: The Best Of,2000-10-23,18.0,https://i.scdn.co/image/ab67616d00001e026eba1a0996d9e69ad20ec88b,https://open.spotify.com/album/1bgkxe4t0HNeLn9rhrx79x,Blur,https://open.spotify.com/artist/7MhMgCo0Bl0Kukl93PZbYS
You Give Love A Bad Name,3:43,0.0,2.0,https://open.spotify.com/track/61lqNlVRnWYiR9C7BDJw2l,,Bon Jovi Greatest Hits,2010-01-01,16.0,https://i.scdn.co/image/ab67616d00001e02f0d41275363a36b5772b49b2,https://open.spotify.com/album/3Ad4QdO0EJr1c2livr9cmm,Bon Jovi,https://open.spotify.com/artist/58lV9VcRSjABbAbfWS6skp
Whole Lotta Love (feat. Chris Cornell),3:51,54.0,1.0,https://open.spotify.com/track/0u6lRvvxbrAYEdkUFKmHp6,https://p.scdn.co/mp3-preview/c07038554fec209e7dedf1c8c70e7b019f2fbd5f?cid=2490920ce5574a1a9b97a3e366c39dd3,Guitar Heaven: The Greatest Guitar Classics Of All Time (Deluxe Version),2010-09-20,14.0,https://i.scdn.co/image/ab67616d00001e02f93cc5905cdd5cb974d4e380,https://open.spotify.com/album/4YltsTclvvB9OJbSinueLB,Santana,https://open.spotify.com/artist/6GI52t8N5F02MxU0g5U69P
Lose Your Soul,4:35,48.0,9.0,https://open.spotify.com/track/2Tp3uEfVC5FNiIdGFWQxOC,https://p.scdn.co/mp3-preview/6e649f1d0127cab9427cc0ddca8368ff40fd05f7?cid=2490920ce5574a1a9b97a3e366c39dd3,Dead Man's Bones,2009-10-06,12.0,https://i.scdn.co/image/ab67616d00001e02f2362e7be67a9c9e3e196e7b,https://open.spotify.com/album/4xGTfawtEfy5f2yGYtRqlr,Dead Man's Bones,https://open.spotify.com/artist/66uU7VPJQ8eC06LAZyqYYk
Howlin' For You,3:11,32.0,4.0,https://open.spotify.com/track/5jdvRj8zXHJ7XpKsBKT9CZ,,Brothers (Deluxe Edition),2010-10-18,21.0,https://i.scdn.co/image/ab67616d00001e028f5567f5c20e8d5882c37afa,https://open.spotify.com/album/0gVxPZ2tcMgyzLxyw8k1z7,The Black Keys,https://open.spotify.com/artist/7mnBLXK823vNxN3UWB7Gfz
Kokkina Gialia - Live,4:04,18.0,9.0,https://open.spotify.com/track/5WwxliJ5BS3lEVuAcRN6Ed,https://p.scdn.co/mp3-preview/0bde152d38a37e9534dba85dd2e9ffeabacbeeb8?cid=2490920ce5574a1a9b97a3e366c39dd3,Gia Enan Erota (Live),2008-01-01,37.0,https://i.scdn.co/image/ab67616d00001e02ad667d2c66a6ca65b907c2ff,https://open.spotify.com/album/66jLuOnJvdM3l9Lh16Rpz8,Stamatis Kraounakis,https://open.spotify.com/artist/4i1Ok9sZW1HyK0hQJJRKaK
Personal Jesus,3:45,56.0,1.0,https://open.spotify.com/track/72a9JWKqJ8SGo0OdyCS12P,https://p.scdn.co/mp3-preview/df030dc16fb311acaa88e319726028906b11ff2b?cid=2490920ce5574a1a9b97a3e366c39dd3,"The Best of Depeche Mode, Vol. 1 (Deluxe)",2006-11-08,23.0,https://i.scdn.co/image/ab67616d00001e02000bd74f7b17a4f5de3a8807,https://open.spotify.com/album/0h1RmJe86n74nWpNWWb2dj,Depeche Mode,https://open.spotify.com/artist/762310PdDnwsDxAQxzQkfX
Club Foot,3:34,61.0,1.0,https://open.spotify.com/track/6C0xucNj75wRdlejwWIEW1,https://p.scdn.co/mp3-preview/be51a144780e0ee621754d594b62963bacedf02e?cid=2490920ce5574a1a9b97a3e366c39dd3,Kasabian,2004-01-30,13.0,https://i.scdn.co/image/ab67616d00001e02558be881d52a45a43ca9578b,https://open.spotify.com/album/0VyDvw4MT9XDoSzE24yBCc,Kasabian,https://open.spotify.com/artist/11wRdbnoYqRddKBrpHt4Ue
The Seed (2.0),4:27,0.0,8.0,https://open.spotify.com/track/0W0BDGgVnwWwMEaWwEZntk,,Phrenology,2002-11-26,16.0,https://i.scdn.co/image/ab67616d00001e02dc409cadb232191ccfb2a79f,https://open.spotify.com/album/2wOWfpfLWKlMQDsyM5UqqE,The Roots,https://open.spotify.com/artist/78xUyw6FkVZrRAtziFdtdu
Underdog,4:37,62.0,1.0,https://open.spotify.com/track/3PbsDnKdrZY0ttX7VE9s5R,https://p.scdn.co/mp3-preview/386dae4ac6742702ea987a3798bae6c4036d0b55?cid=2490920ce5574a1a9b97a3e366c39dd3,West Ryder Pauper Lunatic Asylum,2009,12.0,https://i.scdn.co/image/ab67616d00001e02358f726999166b87f00e7066,https://open.spotify.com/album/2DHGeuRTttjurZDb0pSjx6,Kasabian,https://open.spotify.com/artist/11wRdbnoYqRddKBrpHt4Ue
Rodes,2:38,27.0,8.0,https://open.spotify.com/track/3mnVKaLgve5DlfO9uagMZh,https://p.scdn.co/mp3-preview/08c4173e31c0231621cd6d8de8ac743f3935311f?cid=2490920ce5574a1a9b97a3e366c39dd3,Ta Xilina Spathia (Songs from the 1st Album),2013-09-16,10.0,https://i.scdn.co/image/ab67616d00001e02ec3b3c50192ce7ddd70485e4,https://open.spotify.com/album/2IP1a9OIR2Ad2Y1eIWTMUV,Xilina Spathia,https://open.spotify.com/artist/2zsxq4xTSDddUsmf1GT6Wt
What You Do To Me,5:07,3.0,9.0,https://open.spotify.com/track/1LForfsYUBr4A07inrUIDi,,Blakroc,2009-11-23,10.0,https://i.scdn.co/image/ab67616d00001e02278bdf4d6047ae4c7e43da23,https://open.spotify.com/album/4X6FgaS3jdMZsaklVQfTeg,Blakroc,https://open.spotify.com/artist/193xIEtje6LUhfsFZvGjpM
Clocks,5:07,77.0,5.0,https://open.spotify.com/track/0BCPKOYdS2jbQ8iyB56Zns,https://p.scdn.co/mp3-preview/24c7fe858b234e3cb21872cd03ab44b669163fbb?cid=2490920ce5574a1a9b97a3e366c39dd3,A Rush of Blood to the Head,2002-08-08,11.0,https://i.scdn.co/image/ab67616d00001e02ad6f442ecac8735b9285a923,https://open.spotify.com/album/0RHX9XECH8IVI3LNgWDpmQ,Coldplay,https://open.spotify.com/artist/4gzpq5DPGxSnKTe4SA8HAU
Say It,3:38,37.0,2.0,https://open.spotify.com/track/3qGWX7JjOuxaXr7J1k8utJ,https://p.scdn.co/mp3-preview/b70d6cc6e4fe55a681a53ade9d08226e4f258382?cid=2490920ce5574a1a9b97a3e366c39dd3,Approaching Normal (Explicit Version),2009-01-01,12.0,https://i.scdn.co/image/ab67616d00001e020bd15284a5bc1ba024079d7b,https://open.spotify.com/album/5S5B1ngHw3IUsm1dLKpMHl,Blue October,https://open.spotify.com/artist/1TJbmc7jTpw78GKCiMpvDh
Smoke On The Water - Remastered 2012,5:40,74.0,5.0,https://open.spotify.com/track/5MMnwYs0hIxkENRsbkWJ2G,https://p.scdn.co/mp3-preview/94ac3266d30211c5ca9d8067edca1b8b1da87ad3?cid=2490920ce5574a1a9b97a3e366c39dd3,Machine Head (Remastered),1972-03-25,8.0,https://i.scdn.co/image/ab67616d00001e02a729c9c3dec04b99d889c66f,https://open.spotify.com/album/32NQ56VZDTXSH3SMv4XSGN,Deep Purple,https://open.spotify.com/artist/568ZhdwyaiCyOGJRtNYhWf
Somebody That I Used to Know,4:08,39.0,1.0,https://open.spotify.com/track/0VVMuMXtkASPWfAWyW2KPH,https://p.scdn.co/mp3-preview/3e009d105352e4c3be2542be18607d5d35f064f8?cid=2490920ce5574a1a9b97a3e366c39dd3,Somebody That I Used to Know,2012-02-06,1.0,https://i.scdn.co/image/ab67616d00001e02da8e0139503142b928047960,https://open.spotify.com/album/0GWTG6VaelLgQEKnMgdM28,Walk Off the Earth,https://open.spotify.com/artist/6jEiUoyyJNPHzSR0Nib6HX
It's Time,3:57,0.0,3.0,https://open.spotify.com/track/3xqF04FdMK7gpIPG3SPFpY,,Night Visions (Deluxe),2012-09-04,20.0,https://i.scdn.co/image/ab67616d00001e02dee648abe19dd6e10902c4ae,https://open.spotify.com/album/1vAEF8F0HoRFGiYOEeJXHW,Imagine Dragons,https://open.spotify.com/artist/53XhwfbYqKCa1cC15pYq2q
Last Nite,3:13,72.0,7.0,https://open.spotify.com/track/7kzKAuUzOITUauHAhoMoxA,https://p.scdn.co/mp3-preview/dd2111a218b3007e3e23a6be300a87f02aee045a?cid=2490920ce5574a1a9b97a3e366c39dd3,Is This It,2001-07-30,11.0,https://i.scdn.co/image/ab67616d00001e02a388a3f20d1bf2123249cc79,https://open.spotify.com/album/2yNaksHgeMQM9Quse463b5,The Strokes,https://open.spotify.com/artist/0epOFNiUfyON9EYx7Tpr6V
