name,followers,popularity,genres,image_url,external_url
Miles Davis,1934674.0,68.0,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz trumpet']",https://i.scdn.co/image/a318c54208af38364d131a54ced2416423696018,https://open.spotify.com/artist/0kbYTNQb4Pb1rPbbaF0pT4
Cesária Evora,223011.0,60.0,"['afropop', 'cape verdean folk', 'morna', 'twoubadou', 'world']",https://i.scdn.co/image/6c8b02095d61f33694605d93af0b27ca615096f8,https://open.spotify.com/artist/0Nks3cFWU2a7rooAlFQYgn
Billie Eilish,34421691.0,93.0,"['electropop', 'pop']",https://i.scdn.co/image/dc74e8e210274fd6107a795db2455c1e03730667,https://open.spotify.com/artist/6qqNVTkY8uBg9cP3Jd7DAH
Relaxing Chill Out Music,6204.0,43.0,[],https://i.scdn.co/image/fb20c6ee15e3e02601e23af1f8f4947a6710e263,https://open.spotify.com/artist/7l4E9QSMtTTPc9XP30OprQ
Arctic Monkeys,9902073.0,87.0,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",https://i.scdn.co/image/b435e99aa7f1e27db56b6a4dc9df85e5636b22d6,https://open.spotify.com/artist/7Ln80lUS6He07XvHI8qqHH
Buena Vista Social Club,817046.0,67.0,"['latin jazz', 'musica tradicional cubana', 'world']",https://i.scdn.co/image/9542d171203522de67c83f0deaf855519b3c4438,https://open.spotify.com/artist/11kBu957KTYoAltZHDm8gW
Moby,1319627.0,73.0,"['downtempo', 'electronica']",https://i.scdn.co/image/20ff937d7bb21aae7cdd93f40fea9a4ac31b5da1,https://open.spotify.com/artist/3OsRAKCvk37zwYcnzRf5XF
Yann Tiersen,813826.0,70.0,"['bow pop', 'compositional ambient', 'french soundtrack']",https://i.scdn.co/image/c6c70c6c085fdd1d076eabb7cf3b04a416c8df5c,https://open.spotify.com/artist/00sazWvoTLOqg5MFwC68Um
Michalis Hatzigiannis,76043.0,53.0,"['cypriot pop', 'greek pop', 'laiko']",https://i.scdn.co/image/5434cdd0ea253593a7e2947a52f0107c70ead8d2,https://open.spotify.com/artist/77YRvt1TuxpCmW4Ydrx69A
Bill Evans,424329.0,64.0,"['bebop', 'contemporary post-bop', 'cool jazz', 'jazz', 'jazz fusion', 'jazz piano', 'vocal jazz']",https://i.scdn.co/image/7a21999da5e80714ec222c493dae1c946f1bf36c,https://open.spotify.com/artist/4jXfFzeP66Zy67HM2mvIIF
Parov Stelar,855280.0,67.0,"['downtempo', 'electro swing', 'nu jazz', 'tropical house']",https://i.scdn.co/image/48e873dfd7604d78c68fb9d7c4320ed5eea98356,https://open.spotify.com/artist/65EXuYHVoehCKqp0kOS6px
Miles Davis Sextet,47794.0,34.0,"['bebop', 'cool jazz', 'hard bop', 'jazz']",https://i.scdn.co/image/ab67616d00001e02fc610e983077edf3d076bcc4,https://open.spotify.com/artist/1i4ed4I1y7YerI0fQV4lVc
Chet Baker,642849.0,69.0,"['adult standards', 'bebop', 'cool jazz', 'jazz', 'jazz trumpet', 'vocal jazz']",https://i.scdn.co/image/baa4a09ca62a85dab5de4a8e9d635571b9cfac9d,https://open.spotify.com/artist/3rxeQlsv0Sc2nyYaZ5W71T
Yoga,48648.0,61.0,['sleep'],https://i.scdn.co/image/81900d49f487c739348ebadcba4f676f53c02ebc,https://open.spotify.com/artist/3hCKWhFiEID6G0QAkPAHR2
Hank Mobley Quintet,287.0,18.0,[],https://i.scdn.co/image/ab67616d00001e02e542b8f0825d4d005d949cd4,https://open.spotify.com/artist/21TnGY8mNcmxPXWb6KRYXK
John Hanks,985.0,56.0,"['chill guitar', 'focus']",https://i.scdn.co/image/3337ff53ac7dd312ae638986a2e61c027fce8d7c,https://open.spotify.com/artist/3MN3dRQvZWIRj0wTpY5QnY
Sergei Baronin,3722.0,57.0,"['chill guitar', 'focus']",https://i.scdn.co/image/ab67616d00001e026be404cf6891b8ad2d0d8e31,https://open.spotify.com/artist/43F9YqxW89cDIMwYv7Ruoy
Miranda Boumedin,2886.0,56.0,"['chill guitar', 'focus']",https://i.scdn.co/image/ab67616d00001e02bb82752c13f2b0ffcdb74389,https://open.spotify.com/artist/7EoXdWfRaaIxcEqlXjKmJ2
Ash,53830.0,60.0,['arab electronic'],https://i.scdn.co/image/4c2a381302a5febe2338083de9f91c5ab4718c16,https://open.spotify.com/artist/4nkuNzBcYGlNmAqFWbHLqS
Keith Jarrett,219068.0,61.0,"['contemporary jazz', 'contemporary post-bop', 'cool jazz', 'ecm-style jazz', 'jazz', 'jazz fusion', 'jazz piano']",https://i.scdn.co/image/c4ccce8cbacbe75dc9301ba0fb01e038fcce7ba1,https://open.spotify.com/artist/0F3Aew9DSd6fb6192K1K0Y
John Coltrane,1187648.0,68.0,"['bebop', 'contemporary post-bop', 'cool jazz', 'free jazz', 'hard bop', 'jazz', 'jazz saxophone']",https://i.scdn.co/image/650321aebf5b4ba7517aeaacc0e9e712708dc317,https://open.spotify.com/artist/2hGh5VOeeqimQFxqXvfCUf
Spa,40988.0,68.0,['sleep'],https://i.scdn.co/image/2368914ea2758ef52b2a9bf2f1627fcfb12be333,https://open.spotify.com/artist/4LUYOHM73gVlfY5TzRbIgX
Miles Davis Quartet,59509.0,37.0,"['bebop', 'cool jazz', 'hard bop', 'jazz', 'jazz quartet']",https://i.scdn.co/image/ab67616d00001e0286b3a9589f9ccfc3e6167fe0,https://open.spotify.com/artist/4sQVPSDmfqIxG9W8o2EROX
Petit Biscuit,804904.0,74.0,"['new french touch', 'tropical house']",https://i.scdn.co/image/2c5c211359f575be1af711a7cbc738fb571d820b,https://open.spotify.com/artist/6gK1Uct5FEdaUWRWpU4Cl2
The Dreamers,36.0,1.0,[],https://i.scdn.co/image/fac4a68b948b6c58730595dc2afe666332831cb1,https://open.spotify.com/artist/7rvnOfv3iVGsg7jmnSrmrK
