song_name,song_duration,song_popularity,song_number_in_album,song_external_url,song_preview_url,album_name,album_release_date,album_total_tracks,album_image_url,album_external_url,artist_name,artist_external_url
Red Flags And Long Nights,5:08,46.0,1.0,https://open.spotify.com/track/5e0vfjC19908HLerbfbEkv,https://p.scdn.co/mp3-preview/ac3698ee25f59cae5b2d5bb4e85b889341d37542?cid=2490920ce5574a1a9b97a3e366c39dd3,She Wants Revenge,2005-01-01,12.0,https://i.scdn.co/image/ab67616d00001e0216d59323e07d989e1b1d9fcc,https://open.spotify.com/album/0ikcvM61CScaAOSKHOralR,She Wants Revenge,https://open.spotify.com/artist/2zRt0sfxNnqI8gLR7d8gWt
Will You Smile Again For Me,6:50,40.0,2.0,https://open.spotify.com/track/06L6ldA3rAsUrNWY4Q3vtu,https://p.scdn.co/mp3-preview/7bb0dc379ec81baca843f4c9b3015ed20696e877?cid=2490920ce5574a1a9b97a3e366c39dd3,Worlds Apart,2005-01-25,14.0,https://i.scdn.co/image/ab67616d00001e027a5ecb81867b171bb2c3e44d,https://open.spotify.com/album/0nT470JKGNwsCAH1WNSQE0,...And You Will Know Us by the Trail of Dead,https://open.spotify.com/artist/6wBUn8gMP85n8dPu6LoUcF
Rest My Chemistry,5:01,65.0,8.0,https://open.spotify.com/track/2VbOnf4BivY15wG1GS5Vtv,https://p.scdn.co/mp3-preview/2d5694334632af1958448d681d21cd149e6d9fac?cid=2490920ce5574a1a9b97a3e366c39dd3,Our Love To Admire,2007-07-10,11.0,https://i.scdn.co/image/ab67616d00001e021582c0de50ce5c8207fc5d97,https://open.spotify.com/album/46sLq54Ug5NbSxJg7wvqqK,Interpol,https://open.spotify.com/artist/3WaJSfKnzc65VDgmj2zU8B
Vittorio,3:55,45.0,1.0,https://open.spotify.com/track/403xU330P0QnP2k9gt2icn,https://p.scdn.co/mp3-preview/b461bb93b682c81af31bad7d520203436a153816?cid=2490920ce5574a1a9b97a3e366c39dd3,2XXX,2018-05-15,9.0,https://i.scdn.co/image/ab67616d00001e024414bce921a62126d40992b5,https://open.spotify.com/album/1lz0jZD6kF18GrXWWLPUEM,LEX,https://open.spotify.com/artist/3ObDUGvTK5W2QJqBQyIkm1
Passing Through,6:03,37.0,9.0,https://open.spotify.com/track/7HgOVPbpCyHzVr1ayZloXr,https://p.scdn.co/mp3-preview/61e82da28e6fa7654e62571a6a814911ca35b380?cid=2490920ce5574a1a9b97a3e366c39dd3,Vertikal,2013-01-29,9.0,https://i.scdn.co/image/ab67616d00001e02d87ccbe34f43e299050f89c8,https://open.spotify.com/album/3TsA6xRDYRAm6ju9Y7fBYA,Cult Of Luna,https://open.spotify.com/artist/7E7fJJpdVgr1F3pfAfRtHe
These Things,5:12,45.0,2.0,https://open.spotify.com/track/2YsRTMOXVh7x8LjMf2o5ko,https://p.scdn.co/mp3-preview/9d0d5089f4ccea885d5374813496cb6e61f7e11c?cid=2490920ce5574a1a9b97a3e366c39dd3,She Wants Revenge,2005-01-01,12.0,https://i.scdn.co/image/ab67616d00001e0216d59323e07d989e1b1d9fcc,https://open.spotify.com/album/0ikcvM61CScaAOSKHOralR,She Wants Revenge,https://open.spotify.com/artist/2zRt0sfxNnqI8gLR7d8gWt
Die World,4:33,40.0,1.0,https://open.spotify.com/track/3ZLFDPE35lm04kHyJEfkLV,https://p.scdn.co/mp3-preview/7520043873944a0920099a42d012f0e231d438d4?cid=2490920ce5574a1a9b97a3e366c39dd3,The World Is Getting Colder,2012-02-27,11.0,https://i.scdn.co/image/ab67616d00001e023203e3026ab4733374192d37,https://open.spotify.com/album/4IJBHdhLNFx7UC1AXsXJAO,Lebanon Hanover,https://open.spotify.com/artist/6w8h2uD28BEdg7bX4k3Lh7
Mpompan,3:55,40.0,8.0,https://open.spotify.com/track/6xPcYrgxvTqlSDIc577XJC,https://p.scdn.co/mp3-preview/cda5a19e3ee4e15b1b000066d33e0f4677afd9f9?cid=2490920ce5574a1a9b97a3e366c39dd3,2XXX,2018-05-15,9.0,https://i.scdn.co/image/ab67616d00001e024414bce921a62126d40992b5,https://open.spotify.com/album/1lz0jZD6kF18GrXWWLPUEM,LEX,https://open.spotify.com/artist/3ObDUGvTK5W2QJqBQyIkm1
.Razoreater.,7:01,33.0,5.0,https://open.spotify.com/track/1zRhBVtQ6mKMpb8TXKYA0k,https://p.scdn.co/mp3-preview/581f6951568bdcc2f41f8b505ff6efebd2bbde84?cid=2490920ce5574a1a9b97a3e366c39dd3,Mass Iiii,2011-02-27,7.0,https://i.scdn.co/image/ab67616d00001e025df1d31c49354d27c2282660,https://open.spotify.com/album/0cz4QMBLYroCWCk9lYPex4,Amenra,https://open.spotify.com/artist/0N1jE1EIrhZjvQSfuLupUu
Obstacle 1,4:11,53.0,2.0,https://open.spotify.com/track/1v3H5oOSFpYcSAcgkhJYdp,https://p.scdn.co/mp3-preview/c857535dcf8459239e526a9ebd54c2315a0c165d?cid=2490920ce5574a1a9b97a3e366c39dd3,Turn on the Bright Lights,2002-01-01,11.0,https://i.scdn.co/image/ab67616d00001e02d5190cbc786e5a28a7cfa818,https://open.spotify.com/album/1OHVbCSeHvJ0wFstDzFvEa,Interpol,https://open.spotify.com/artist/3WaJSfKnzc65VDgmj2zU8B
Dark City Dead Man,15:49,23.0,7.0,https://open.spotify.com/track/2vauvBj9LEzuFjHAhvhRai,https://p.scdn.co/mp3-preview/8d5c23ea71915bc1cdb90e9d3e82b79c5c12ceac?cid=2490920ce5574a1a9b97a3e366c39dd3,Somewhere Along The Highway,2006,7.0,https://i.scdn.co/image/ab67616d00001e025a5b03d38f54be96bbaa1491,https://open.spotify.com/album/23ISdAi8LzEGzhYETnQe8Q,Cult Of Luna,https://open.spotify.com/artist/7E7fJJpdVgr1F3pfAfRtHe
Harness Your Hopes - (B-side),3:26,66.0,19.0,https://open.spotify.com/track/4tggZyGJMNJMooWuRbvN5q,https://p.scdn.co/mp3-preview/625ed756376ec64120806af0e0ca4988d5408547?cid=2490920ce5574a1a9b97a3e366c39dd3,Brighten the Corners: Nicene Creedence Ed.,1997,44.0,https://i.scdn.co/image/ab67616d00001e02ce675f774cf8610c2f805668,https://open.spotify.com/album/7Lv4eRt1QlaZXzxx5s2vvw,Pavement,https://open.spotify.com/artist/3inCNiUr4R6XQ3W43s9Aqi
Out Of Control,3:37,44.0,4.0,https://open.spotify.com/track/6gwJm7LgsaHdd3CWi4K8e8,https://p.scdn.co/mp3-preview/f11c6c40c92d03ce29e568a1b273f3f45615b1e9?cid=2490920ce5574a1a9b97a3e366c39dd3,She Wants Revenge,2005-01-01,12.0,https://i.scdn.co/image/ab67616d00001e0216d59323e07d989e1b1d9fcc,https://open.spotify.com/album/0ikcvM61CScaAOSKHOralR,She Wants Revenge,https://open.spotify.com/artist/2zRt0sfxNnqI8gLR7d8gWt
Vad Hände Med Dem?,4:41,50.0,1.0,https://open.spotify.com/track/1hTXo2iVw4fMyAwt9nzA51,https://p.scdn.co/mp3-preview/f5178a75713538e8e646f056a51fe7e32a8ce0b3?cid=2490920ce5574a1a9b97a3e366c39dd3,Revelation,2014-05-19,13.0,https://i.scdn.co/image/ab67616d00001e02c05791f9c0e5f5124d3240a5,https://open.spotify.com/album/708s2EewEVFy0FZeOQYY3Y,The Brian Jonestown Massacre,https://open.spotify.com/artist/30uiS1n3uIGXJEYFR1GVDy
Sweet Knife,4:41,33.0,2.0,https://open.spotify.com/track/4t1pjyruZoRQJ0E5KbL0gq,https://p.scdn.co/mp3-preview/f702a2f8154be54e40365610e8b3809da58761c7?cid=2490920ce5574a1a9b97a3e366c39dd3,Great Hallucinations,2019-10-04,8.0,https://i.scdn.co/image/ab67616d00001e02a0bf94f856b0be96f0d89073,https://open.spotify.com/album/2NarnIj3deHl7l21gCsP0j,Nightstalker,https://open.spotify.com/artist/4lypnrJxM8l7ZLtLVucEvk
Tear You Apart,4:44,63.0,11.0,https://open.spotify.com/track/3urJUvRhgMrwydaTQFVEg9,https://p.scdn.co/mp3-preview/f9ed0a7881c6646fd8fcdc553690043d9ff9eec5?cid=2490920ce5574a1a9b97a3e366c39dd3,She Wants Revenge,2005-01-01,12.0,https://i.scdn.co/image/ab67616d00001e0216d59323e07d989e1b1d9fcc,https://open.spotify.com/album/0ikcvM61CScaAOSKHOralR,She Wants Revenge,https://open.spotify.com/artist/2zRt0sfxNnqI8gLR7d8gWt
Where Is My Mind?,3:56,76.0,7.0,https://open.spotify.com/track/6mcxQ1Y3uQRU0IHsvdNLH1,https://p.scdn.co/mp3-preview/d4a375a9c19d4ea8083658b58402926d6990499b?cid=2490920ce5574a1a9b97a3e366c39dd3,Surfer Rosa (Remastered),1988,13.0,https://i.scdn.co/image/ab67616d00001e021a3903c1aa8122f7720f5d71,https://open.spotify.com/album/2l7RPWC3E6eStJJLBsUeCI,Pixies,https://open.spotify.com/artist/6zvul52xwTWzilBZl6BUbT
Gallowdance,4:52,57.0,5.0,https://open.spotify.com/track/74SUn8w4lYSwgOGPvVZiEo,https://p.scdn.co/mp3-preview/833ea01ecdcb9f220cd49e64c543c3c8d811e7ee?cid=2490920ce5574a1a9b97a3e366c39dd3,Tomb for Two,2013-10-10,10.0,https://i.scdn.co/image/ab67616d00001e02f134621be38f4fdabbf33442,https://open.spotify.com/album/7iOwibdJg2i7SQEBpe5EIR,Lebanon Hanover,https://open.spotify.com/artist/6w8h2uD28BEdg7bX4k3Lh7
Fake Tales Of San Francisco,2:57,61.0,3.0,https://open.spotify.com/track/7BuzJmV2h6eBbSDdRaDY7C,https://p.scdn.co/mp3-preview/93d7fa28380ae4499a16dececa48b7a117bd44ea?cid=2490920ce5574a1a9b97a3e366c39dd3,"Whatever People Say I Am, That's What I'm Not",2006-01-29,13.0,https://i.scdn.co/image/ab67616d00001e026b3fa88bdd4af566fbbf2bbf,https://open.spotify.com/album/50Zz8CkIhATKUlQMbHO3k1,Arctic Monkeys,https://open.spotify.com/artist/7Ln80lUS6He07XvHI8qqHH
I Don't Want To Fall In Love,3:38,38.0,3.0,https://open.spotify.com/track/64j9PQCgYrBrTzVEktbMGh,https://p.scdn.co/mp3-preview/fb691cb44a22a19fe5f9ff0804460a0a4babbca7?cid=2490920ce5574a1a9b97a3e366c39dd3,She Wants Revenge,2005-01-01,12.0,https://i.scdn.co/image/ab67616d00001e0216d59323e07d989e1b1d9fcc,https://open.spotify.com/album/0ikcvM61CScaAOSKHOralR,She Wants Revenge,https://open.spotify.com/artist/2zRt0sfxNnqI8gLR7d8gWt
Mi Negrita,3:24,59.0,5.0,https://open.spotify.com/track/4r7iDEGdW2Gw9hJlCbi5qL,https://p.scdn.co/mp3-preview/3bb3dca75a986e8cd15eee0bc27c14a8ebdd1102?cid=2490920ce5574a1a9b97a3e366c39dd3,Mala,2013-03-08,14.0,https://i.scdn.co/image/ab67616d00001e02bcf2e51e254b5bdd336c6cd9,https://open.spotify.com/album/1Z69PSnbIBojgF9NBJbKca,Devendra Banhart,https://open.spotify.com/artist/1YZEoYFXx4AxVv13OiOPvZ
Breathe the Fire,3:14,40.0,1.0,https://open.spotify.com/track/7qLDBd5iCh9xilyfdkn9v8,https://p.scdn.co/mp3-preview/701dcee169c6e63a74475e73da28e754e823d863?cid=2490920ce5574a1a9b97a3e366c39dd3,The Soft Moon,2010-11-23,11.0,https://i.scdn.co/image/ab67616d00001e02bfd91a6b10bc4ae2e12f53ca,https://open.spotify.com/album/47f4fYR89dSUgLY1UIpe49,The Soft Moon,https://open.spotify.com/artist/40HeNm05FEAxGx8gUOV4my
U.S.E.,5:25,14.0,2.0,https://open.spotify.com/track/5uM8desgeUaVKYfkQt6wNN,https://p.scdn.co/mp3-preview/c94af4b35fac3ccf052268207aa638acca377953?cid=2490920ce5574a1a9b97a3e366c39dd3,Use,1996-03-01,13.0,https://i.scdn.co/image/ab67616d00001e02fafd080efc6a7fc44a7b8f37,https://open.spotify.com/album/5P0EPBeEW411DtNoD9t0R7,Nightstalker,https://open.spotify.com/artist/4lypnrJxM8l7ZLtLVucEvk
Pain,7:19,55.0,3.0,https://open.spotify.com/track/13HYthybjhM3iyWcfl8VcN,https://p.scdn.co/mp3-preview/a01be34cb559366d390e44a6a7aca99edd993cce?cid=2490920ce5574a1a9b97a3e366c39dd3,Lesser Man EP,2014,6.0,https://i.scdn.co/image/ab67616d00001e029423c66cedeb9ff9703bd8db,https://open.spotify.com/album/0U0KLShCpe3rWkcfOLJl9Y,Boy Harsher,https://open.spotify.com/artist/4iom7VVRU6AHRIu1JUXpLG
Hey,3:31,67.0,13.0,https://open.spotify.com/track/2Aqc48sn8He26hmTvQ2BMj,https://p.scdn.co/mp3-preview/fd65136ad803e0428a065e52eba64e298c81c42b?cid=2490920ce5574a1a9b97a3e366c39dd3,Doolittle,1989-04-17,15.0,https://i.scdn.co/image/ab67616d00001e02d27159df96ec159cc7d70080,https://open.spotify.com/album/6ymZBbRSmzAvoSGmwAFoxm,Pixies,https://open.spotify.com/artist/6zvul52xwTWzilBZl6BUbT
Sadness Is Rebellion,3:44,45.0,1.0,https://open.spotify.com/track/2nlZXuEOc2jtntW37SBRTT,https://p.scdn.co/mp3-preview/cc2b5c65c4489cc5e02ab300614f60bfc177a859?cid=2490920ce5574a1a9b97a3e366c39dd3,Tomb for Two,2013-10-10,10.0,https://i.scdn.co/image/ab67616d00001e02f134621be38f4fdabbf33442,https://open.spotify.com/album/7iOwibdJg2i7SQEBpe5EIR,Lebanon Hanover,https://open.spotify.com/artist/6w8h2uD28BEdg7bX4k3Lh7
Rituel,4:56,46.0,2.0,https://open.spotify.com/track/2Nac4pGLIiXjLyo7lLDK4R,https://p.scdn.co/mp3-preview/2aaa11a24bb0319ec257f2c21b0bc2b21bff01a3?cid=2490920ce5574a1a9b97a3e366c39dd3,Belirdi Gece,2012-02-20,10.0,https://i.scdn.co/image/ab67616d00001e020c310391b74d2d901a675cb0,https://open.spotify.com/album/5yRJLea73tCtrtdRhDjaxC,She Past Away,https://open.spotify.com/artist/6paE8ghTau4qwwNzVRSgjR
.Némelèndèlle.,7:38,20.0,2.0,https://open.spotify.com/track/0cZiRSOfk8xe0LaXztdmut,https://p.scdn.co/mp3-preview/5e26418baab75e1e8d50bfb4ed90c932d97d2261?cid=2490920ce5574a1a9b97a3e366c39dd3,Mass III,2011-02-27,6.0,https://i.scdn.co/image/ab67616d00001e0297668900743f922e6df7a259,https://open.spotify.com/album/17DLqqwMfej9vOeYGdDnrv,Amenra,https://open.spotify.com/artist/0N1jE1EIrhZjvQSfuLupUu
When It's Over,4:26,28.0,4.0,https://open.spotify.com/track/3Q6motjDfQGC684NYjddle,https://p.scdn.co/mp3-preview/016ce6c23f616ed2e917e88fc345ef269d415505?cid=2490920ce5574a1a9b97a3e366c39dd3,The Soft Moon,2010-11-23,11.0,https://i.scdn.co/image/ab67616d00001e02bfd91a6b10bc4ae2e12f53ca,https://open.spotify.com/album/47f4fYR89dSUgLY1UIpe49,The Soft Moon,https://open.spotify.com/artist/40HeNm05FEAxGx8gUOV4my
Obstacle 1,4:11,16.0,2.0,https://open.spotify.com/track/7GASUNtLpNwSmvLNkRSRiU,,Turn On The Bright Lights,2002,11.0,https://i.scdn.co/image/ab67616d00001e02b2035be3c9ae1488f01f914b,https://open.spotify.com/album/2SNck8dxnwrreCno34r9ji,Interpol,https://open.spotify.com/artist/3WaJSfKnzc65VDgmj2zU8B
Things I Don't Need,4:04,57.0,1.0,https://open.spotify.com/track/5VfnmTz5NPAW5a8V9M1ZJ9,https://p.scdn.co/mp3-preview/c729be0c7743b9dd84b336993a380be49254aed1?cid=2490920ce5574a1a9b97a3e366c39dd3,Things I Don't Need,2010-05-26,1.0,https://i.scdn.co/image/ab67616d00001e02e2faa5a20f820f4f1202fb4f,https://open.spotify.com/album/5HpU7SyXCz8j7qk9qlKf6V,Human Tetris,https://open.spotify.com/artist/3wIDY01itbfdsQpMsyRZVG
We Belong to the Dead,4:45,16.0,7.0,https://open.spotify.com/track/6CEf2NMzCP1UbzUGcl5Fyn,https://p.scdn.co/mp3-preview/b95eb424a6c027f80a25e011910ee97a0b63d256?cid=2490920ce5574a1a9b97a3e366c39dd3,"As Above, So Below",2016-10-07,9.0,https://i.scdn.co/image/ab67616d00001e020ce1c1dd5251dc1955f32451,https://open.spotify.com/album/0VGJDksgkSdLwP8wVAikZU,Nightstalker,https://open.spotify.com/artist/4lypnrJxM8l7ZLtLVucEvk
Christmas Steps,10:39,19.0,11.0,https://open.spotify.com/track/0snBTsJLA6XvfN0vwqMJi9,https://p.scdn.co/mp3-preview/26fbda540e86b479ffd7e84dc282bd6be71a5072?cid=2490920ce5574a1a9b97a3e366c39dd3,Come on Die Young,1999-03-29,12.0,https://i.scdn.co/image/ab67616d00001e02751b3ec81691a40b1557d489,https://open.spotify.com/album/2ge6eVAMFNWS5srqDbudEq,Mogwai,https://open.spotify.com/artist/34UhPkLbtFKRq3nmfFgejG
"Despair, Hangover & Ecstasy",2:52,49.0,6.0,https://open.spotify.com/track/0LuShx5q0CPiZZjSWHK7tN,https://p.scdn.co/mp3-preview/e5ed356319cef0bebd67bbf371d6d21d49232626?cid=2490920ce5574a1a9b97a3e366c39dd3,Shake Shook Shaken,2014-09-29,12.0,https://i.scdn.co/image/ab67616d00001e022fd2ec5f18ce964a07efef10,https://open.spotify.com/album/0q44mFwXE2oJiDGf7YXAcn,The Dø,https://open.spotify.com/artist/2mcNCn1qbZUQ3J9KHapUxj
With Empty Hands Extended,3:56,13.0,11.0,https://open.spotify.com/track/1f6wBE1uHnc8cgpbTVE1Ct,https://p.scdn.co/mp3-preview/4039ae426ac6ea5d8d8caf686fad7a3b1b37de04?cid=2490920ce5574a1a9b97a3e366c39dd3,Tragedy,2000-01-01,14.0,https://i.scdn.co/image/ab67616d00001e022eb7812cc996045bf10bff3c,https://open.spotify.com/album/0H5qhhLA2YhfquziZTlKSl,Tragedy,https://open.spotify.com/artist/6H0LnhDF6W7g2H234i6z3Q
All The Small Things,2:47,79.0,8.0,https://open.spotify.com/track/2m1hi0nfMR9vdGC8UcrnwU,https://p.scdn.co/mp3-preview/909d312e596dbb3cd53ac8d1daf51e825566029d?cid=2490920ce5574a1a9b97a3e366c39dd3,Enema Of The State,1999-06-01,12.0,https://i.scdn.co/image/ab67616d00001e026da502e35a7a3e48de2b0f74,https://open.spotify.com/album/652N05EcNH1a4bIlUixQE2,blink-182,https://open.spotify.com/artist/6FBDaR13swtiWwGhX1WQsP
What You Isn't,5:29,37.0,2.0,https://open.spotify.com/track/6GVU50d1RupKPHoU7bqaI6,https://p.scdn.co/mp3-preview/c3f71771a956fce3cf2d919745815a0e1bdcfeb2?cid=2490920ce5574a1a9b97a3e366c39dd3,Revelation,2014-05-19,13.0,https://i.scdn.co/image/ab67616d00001e02c05791f9c0e5f5124d3240a5,https://open.spotify.com/album/708s2EewEVFy0FZeOQYY3Y,The Brian Jonestown Massacre,https://open.spotify.com/artist/30uiS1n3uIGXJEYFR1GVDy
